ykiho	name	class_cd	class_nm	sggu_nm	emdong_nm	addr	lon	lat	estb_day	doctor_total	telno	is_pediatric
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz	삼육오속편한내과의원	31	의원	영등포구	신길동	서울특별시 영등포구 도신로 235, 4층 401호 (신길동)	126.9169545	37.5124994	20171226	1	02-6953-4365	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz	삼일이비인후과의원	31	의원	양천구	신월동	서울특별시 양천구 지양로 68, (신월동)	126.8341117	37.5217562	19900716	1	02-2691-0020	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz	삼전내과의원	31	의원	송파구	삼전동	서울특별시 송파구 백제고분로 210, 2층 (삼전동)	127.0898735	37.5035664	20201015	1	02-425-1401	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz	삼혜이비인후과의원	31	의원	성북구	동소문동2가	서울특별시 성북구 동소문로 18-1, 2, 3층 (동소문동2가, 애산빌딩)	127.0083036	37.5891533	19780510	1	742-6522	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz	삼화이비인후과의원	31	의원	도봉구	방학동	서울특별시 도봉구 도당로13길 16, 4층 (방학동)	127.0355988	37.6655586	20151119	1	02-954-8824	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz	상계가정의원	31	의원	노원구	상계동	서울특별시 노원구 상계로 306, (상계동)	127.0795793	37.6703196	19960330	1	934-8375	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNTEjJDEjJDYjJDgz	상계맑은내과의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1366, 삼봉빌딩 5층 (상계동)	127.0619917	37.6505521	20180403	1	02-930-7616	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz	상계바론정형외과의원	31	의원	노원구	중계동	서울특별시 노원구 한글비석로 383, 2층 (중계동, 삼창타워프라자)	127.0725471	37.6589524	19990913	2	02-951-9966	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz	상계성모의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1643, (상계동, 상계성모정형외과의원)	127.0549803	37.6751985	19880727	2	02-939-6633	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz	상계신경정신과의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1379, 204호 (상계동, 다모아빌딩)	127.0609192	37.6518073	19980901	1	02-3391-7575	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz	상계심내과의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1677, (상계동, 제성빌딩)	127.0549827	37.6781893	20090424	1	02-931-2525	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz	상계아산내과의원	31	의원	노원구	상계동	서울특별시 노원구 한글비석로 459, 2층 (상계동, 한보빌딩)	127.0669599	37.6640887	20070312	1	02-937-7557	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz	상계연세소아과의원	31	의원	노원구	중계동	서울특별시 노원구 한글비석로 384, 320호 (중계동, 대호프라자)	127.0734393	37.6599272	20010104	1	02-931-5400	True
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz	상계연세하나로이비인후과의원	31	의원	노원구	상계동	서울특별시 노원구 노해로 492, 10층 (상계동, 프린스빌딩)	127.0626968	37.6544635	20110929	1	939-5081	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjODEjJDEjJDIjJDgz	상계예일내과의원	31	의원	노원구	중계동	서울특별시 노원구 한글비석로 384, 313,314호 (중계동, 대호프라자)	127.0734393	37.6599272	20021128	1	02-930-8131	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz	상내과의원	31	의원	양천구	신정동	서울특별시 양천구 신목로 34, 2층 (신정동, 현승빌딩)	126.8739724	37.5186593	20110408	1	02-312-0839	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDYjJDgz	상덕의원	31	의원	송파구	풍납동	서울특별시 송파구 바람드리길 62, (풍납동, 2층)	127.1223775	37.536696	19950613	1	02-486-9284	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz	상도마디튼튼의원	31	의원	동작구	상도1동	서울특별시 동작구 양녕로 264, 동은빌딩 3~4층 (상도1동)	126.9485894	37.5033042	20250714	1	02-812-1119	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz	상도바른정형외과의원	31	의원	동작구	상도동	서울특별시 동작구 상도로 246, 4~5층 (상도동)	126.9457522	37.5047392	20200818	4	02-3280-7522	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz	상도밝은안과의원	31	의원	동작구	상도1동	서울특별시 동작구 상도로 301, 2층 (상도1동, 의암빌딩)	126.9499692	37.5009948	20160112	2	02-812-2375	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz	상도사랑가정의학과의원	31	의원	동작구	상도1동	서울특별시 동작구 양녕로 268, 2층 (상도1동)	126.9488764	37.5034889	20130128	1	02-822-9911	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz	상도삼성정형외과의원	31	의원	동작구	상도동	서울특별시 동작구 상도로62길 81-1, 지하1층 B101호 (상도동, 씨티아모리움)	126.9514425	37.4973782	20260716	1	02-6265-0119	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz	상도성모정형외과의원	31	의원	동작구	상도동	서울특별시 동작구 상도로 153, 2층 (상도동)	126.9362568	37.5034103	20190626	1	02-815-7458	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz	상도숲정신건강의학과의원	31	의원	동작구	상도1동	서울특별시 동작구 양녕로 270, 401호 (상도1동)	126.9491565	37.5036442	20240626	1	02-6958-8910	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz	상도시원마취통증의학과의원	31	의원	동작구	상도동	서울특별시 동작구 상도로 360, 에이치제이360 3,4층 (상도동)	126.9530498	37.4965065	20220825	1	02-814-8141	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDgjJDgz	상도아산신경외과의원	31	의원	동작구	상도동	서울특별시 동작구 상도로 327, 성일빌딩 2~4층 (상도동)	126.9515545	37.4990969	20250327	1		False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz	상도연세정신건강의학과의원	31	의원	동작구	상도1동	서울특별시 동작구 상도로 264, 주유노빌딩 2층 (상도1동)	126.9471439	37.5035745	20180321	1	02-822-0345	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz	상도우리동네정형외과의원	31	의원	동작구	상도동	서울특별시 동작구 상도로 241, 호진빌딩 2층 201호일부,203호일부호 (상도동)	126.9456393	37.5053104	20260403	1	02-816-9111	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz	상도제일정형외과의원	31	의원	동작구	상도동	서울특별시 동작구 성대로 20, 1~2층 (상도동)	126.9326248	37.4995764	20210608	1	02-3280-3296	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz	상록수정신과의원	31	의원	중구	신당동	서울특별시 중구 퇴계로 436-1, 2층 (신당동)	127.0201117	37.5654719	20030430	1	2252-4657	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz	상봉바름마디마취통증의학과의원	31	의원	중랑구	상봉동	서울특별시 중랑구 면목로 481, 오렌지타워 3층 301호 (상봉동)	127.0856536	37.5947758	20200325	1	02-496-8472	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz	상봉비브톤의원	31	의원	중랑구	상봉동	서울특별시 중랑구 면목로 492, 주연빌딩 5층 (상봉동)	127.0859888	37.5959148	20230105	3	02-433-7969	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz	상봉퍼스트본정형외과의원	31	의원	중랑구	상봉동	서울특별시 중랑구 망우로 322, 3층 301~306, 317, 318, 320호 (상봉동, 상봉역 유보라 퍼스트리브&포스퀘어)	127.0881726	37.5966698	20240110	2	02-433-0683	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz	상상의원	31	의원	강남구	신사동	서울특별시 강남구 도산대로 131, 지하1층,2-4층 (신사동)	127.0228003	37.5178402	20241023	12	02-424-4895	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz	상아피부과의원	31	의원	서대문구	홍제동	서울특별시 서대문구 통일로 436, (홍제동)	126.9456465	37.5881465	20020608	1	02-722-5442	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz	상암고려가정의학과의원	31	의원	마포구	상암동	서울특별시 마포구 월드컵북로 502, 204,205호 (상암동, 월드컵파크프라자)	126.8798702	37.5850443	20061004	1	02-373-7515	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz	상암서울내과의원	31	의원	마포구	상암동	서울특별시 마포구 월드컵북로 344, 팜프렌즈빌딩 2,3층 (상암동)	126.8939029	37.5765142	20250902	1	02-309-1000	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz	상암선내과의원	31	의원	마포구	상암동	서울특별시 마포구 월드컵북로 402, 3층 322호 (상암동, KGIT상암센터)	126.8889677	37.5802099	20080806	1	02-6393-5540	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz	상암우리내과의원	31	의원	마포구	상암동	서울특별시 마포구 월드컵북로 347, 402호 (상암동, 상암메디칼빌딩)	126.8932098	37.5763559	20110217	1	02-375-7900	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz	상암정신건강의학과의원	31	의원	마포구	상암동	서울특별시 마포구 월드컵북로 402, 케이지아이티센터 215,220호 (상암동)	126.8889824	37.5801078	20180531	2	02-6393-5125	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz	상암정형외과의원	31	의원	마포구	상암동	서울특별시 마포구 월드컵북로 347, 301호 (상암동, 상암메디칼빌딩)	126.8932098	37.5763559	20111121	1	02-305-3003	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz	상일에이치(H)내과의원	31	의원	강동구	상일동	서울특별시 강동구 상일로 74, 2층 (상일동, 고덕리엔파크3단지아파트)	127.1752949	37.5531625	20150514	1	02-481-7575	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz	상일정형외과의원	31	의원	광진구	자양동	서울특별시 광진구 자양로 42, 동남빌딩 (지하1층, 지상1,2,4층) (자양동)	127.0861087	37.5319752	20010412	1	02-444-3330	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz	상일정형외과의원	31	의원	강동구	고덕동	서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 301~303,310~312호 (고덕동)	127.1684125	37.5573672	20200107	2	02-429-0075	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz	상쾌한신경과의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1401, 상아빌딩 5층 (상계동)	127.0604045	37.6535824	20240828	1	02-6232-9988	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz	상쾌한아침외과의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1401, 7층 (상계동)	127.0604045	37.6535824	20010409	1	02-3391-7775	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz	상쾌한이비인후과의원	31	의원	금천구	시흥동	서울특별시 금천구 시흥대로 224, 606호 (시흥동)	126.9013002	37.4539296	20050411	2	02-802-7709	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz	상쾌한이비인후과의원	31	의원	영등포구	대림동	서울특별시 영등포구 시흥대로 659, 3층 (대림동)	126.9075563	37.4908181	20060321	1	02-842-1175	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz	상쾌한이비인후과의원	31	의원	강서구	화곡동	서울특별시 강서구 화곡로 176-4, 3층 (화곡동)	126.8411471	37.5416385	20081230	1	02-2601-2205	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz	상쾌한이비인후과의원	31	의원	구로구	구로동	서울특별시 구로구 도림로 67, 3층 (구로동)	126.8910281	37.4895188	20110207	1	02-865-5050	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz	상쾌한이비인후과의원	31	의원	도봉구	창동	서울특별시 도봉구 도봉로 468, 4층 401호 (창동, 홍일빌딩)	127.0343912	37.6473897	20121029	1	999-5075	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz	상쾌한이비인후과의원	31	의원	성동구	금호동4가	서울특별시 성동구 독서당로 302, 3층 (금호동4가)	127.0227221	37.5476208	20220707	1	02-2293-0303	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz	상쾌한이비인후과의원	31	의원	중랑구	망우동	서울특별시 중랑구 용마산로 670, A동 2층 235,236호 (망우동, 신내역 프라디움 더 테라스)	127.1015814	37.6116383	20240216	1	02-6958-7503	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz	상쾌한이비인후과의원	31	의원	강동구	둔촌동	서울특별시 강동구 양재대로 1360, 포레온스테이션5 3층 3018호 (둔촌동)	127.1370449	37.5274745	20250131	1	02-470-5075	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz	새김성형외과의원	31	의원	강남구	신사동	서울특별시 강남구 언주로 856, TKS빌딩 지하2층, 1~6층 (신사동)	127.0338391	37.5268241	20200922	3	1833-7227	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz	새로성형외과의원	31	의원	서초구	반포동	서울특별시 서초구 사평대로 371, 8층 (반포동)	127.0236069	37.5045761	20130911	1	541-0707	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz	새로운내과의원	31	의원	영등포구	영등포동6가	서울특별시 영등포구 영중로 61, 극동방송 3층 (영등포동6가)	126.9046318	37.521901	20240827	1	02-2634-0771	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz	새로운정형외과의원	31	의원	금천구	독산동	서울특별시 금천구 독산로 197, 신한은행 2,5층 (독산동)	126.9026563	37.4644786	20190709	1	02-2135-8420	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz	새론바디의원	31	의원	서초구	서초동	서울특별시 서초구 서초대로 270, 서보빌딩 2층 (서초동)	127.01134	37.4926696	20220628	1	02-3486-8517	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz	새론이비인후과의원	31	의원	강동구	고덕동	서울특별시 강동구 아리수로50길 50, 4층 (고덕동, 래미안힐스테이트고덕)	127.1489063	37.559109	20170303	1	02-6952-2091	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz	새롬비뇨기과의원	31	의원	강동구	성내동	서울특별시 강동구 천호대로 1006, 브라운스톤천호 6층 610,611호 (성내동)	127.1237896	37.5380133	20020214	1	02-485-5303	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz	새본내과의원	31	의원	강서구	등촌동	서울특별시 강서구 등촌로 183, 2층 (등촌동, 세스빌딩)	126.862271	37.5462518	20070308	1	02-2649-0875	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz	새본재활의학과의원	31	의원	성동구	성수동1가	서울특별시 성동구 아차산로 50, 새본재활의학과의원 빌딩 2,3,4층 (성수동1가)	127.0496378	37.5462038	20150504	1	02-462-3307	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz	새봄마취통증의학과의원	31	의원	강북구	미아동	서울특별시 강북구 도봉로 142, 2층 (미아동)	127.0283919	37.6215387	20051004	1	02-988-5267	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz	새봄안과의원	31	의원	성북구	길음동	서울특별시 성북구 길음로 20, 길음뉴타운,래미안길음3차아파트 상가 3층 309,310,311,312호 (길음동)	127.023066	37.6047272	20190404	1	02-909-6674	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz	새봄여성의원	31	의원	송파구	삼전동	서울특별시 송파구 석촌호수로 160, 수연빌딩 4층 (삼전동)	127.0948061	37.5066991	20250421	1	02-6677-7576	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz	새봄정신건강의학과의원	31	의원	구로구	개봉동	서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 303호 (개봉동)	126.8582496	37.4940221	20140702	1	02-2689-7182	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz	새빛21안과의원	31	의원	강서구	화곡동	서울특별시 강서구 화곡로 161, 3층 (화곡동, 대성빌딩)	126.8391664	37.5418323	20010612	1	02-2602-1145	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz	새사당의원	31	의원	동작구	사당동	서울특별시 동작구 사당로 301, 2층 (사당동)	126.9808096	37.4853103	20110916	2	02-599-5212	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz	새생명내과의원	31	의원	관악구	신림동	서울특별시 관악구 난곡로 316, 3층 (신림동)	126.9147547	37.4822161	20010616	1	02-873-6276	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz	새생명이현수내과의원	31	의원	송파구	마천동	서울특별시 송파구 성내천로 212, 2층 (마천동)	127.1512123	37.5000157	19910710	1	02-430-2139	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz	새서울안과의원	31	의원	동대문구	장안동	서울특별시 동대문구 장한로 144, 3층 (장안동)	127.0721379	37.5731447	20040227	1	02-2247-7501	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz	새서울연합의원	31	의원	노원구	상계동	서울특별시 노원구 동일로 1678, 2,4,5,6,7층 (상계동)	127.0557057	37.6781037	20170626	2	02-930-5858	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz	새서울외과의원	31	의원	동대문구	장안동	서울특별시 동대문구 장한로 144, (장안동)	127.0721379	37.5731447	19891020	2	02-2242-3631	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz	새서울이비인후과의원	31	의원	동대문구	장안동	서울특별시 동대문구 장한로 144, 2, 4층 (장안동)	127.0721379	37.5731447	19940525	1	02-2248-0298	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz	새서울정형외과의원	31	의원	성북구	보문동2가	서울특별시 성북구 보문로 123, (보문동2가)	127.0187491	37.5859975	19871006	1	02-925-0521	False
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz	새서울정형외과의원	31	의원	강남구	세곡동	서울특별시 강남구 헌릉로 569, 4층 (세곡동)	127.1012408	37.4657595	20140530	1	02-445-8118	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz	새서울정형외과의원	31	의원	동대문구	장안동	서울특별시 동대문구 장한로 144, (장안동)	127.0721379	37.5731447	20030510	1	02-2243-4852	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz	새서울정형외과의원	31	의원	은평구	응암동	서울특별시 은평구 은평로 121, (응암동, 4층)	126.9210962	37.6004544	20140403	1	02-388-7580	False
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz	새솔키즈소아청소년과의원	31	의원	강동구	둔촌동	서울특별시 강동구 양재대로 1360, 포레온스테이션5 4018~4020호 (둔촌동)	127.1370449	37.5274745	20260602	1	02-486-7579	True
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz	새얀안과의원	31	의원	종로구	종로2가	서울특별시 종로구 삼일대로 395, 3층 (종로2가)	126.9873739	37.5698937	20090216	1	02-735-3121	False
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz	새연세재활의학과의원	31	의원	동작구	흑석동	서울특별시 동작구 서달로 163, 6층 (흑석동)	126.9623927	37.5078889	20040212	1	02-816-0880	False
